,feature,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,importance
70,cumsum_price_by_prod_id-mean,3,3,14,6,2,1,8,6,13,13,6.9
71,cumsum_price_by_prod_id-max,0,0,6,2,1,1,0,2,3,3,1.8
72,cumsum_price_by_prod_id-min,1,15,13,3,8,10,7,7,14,28,10.6
73,cumsum_price_by_prod_id-sum,9,20,31,14,5,11,12,9,21,23,15.5
74,cumsum_price_by_prod_id-count,0,0,0,0,0,0,0,0,0,0,0.0
75,cumsum_price_by_prod_id-std,4,12,24,9,3,14,13,7,18,31,13.5
76,cumsum_price_by_prod_id-skew,6,10,14,0,3,5,6,3,9,22,7.8
77,cumsum_total_by_order_id-mean,2,10,17,5,5,2,6,4,12,17,8.0
78,cumsum_total_by_order_id-max,4,11,15,6,2,9,8,5,16,29,10.5
79,cumsum_total_by_order_id-min,4,9,16,5,3,9,9,11,16,23,10.5
80,cumsum_total_by_order_id-sum,3,12,12,2,3,4,6,9,10,12,7.3
81,cumsum_total_by_order_id-count,0,0,0,0,0,0,0,0,0,0,0.0
82,cumsum_total_by_order_id-std,6,19,14,6,5,9,11,7,10,30,11.7
83,cumsum_total_by_order_id-skew,4,13,28,5,3,5,14,6,17,38,13.3
84,cumsum_quantity_by_order_id-mean,6,4,14,3,4,5,5,4,6,22,7.3
85,cumsum_quantity_by_order_id-max,3,16,12,6,3,5,9,10,10,19,9.3
86,cumsum_quantity_by_order_id-min,4,9,11,7,6,8,3,5,19,28,10.0
87,cumsum_quantity_by_order_id-sum,3,10,10,4,2,8,7,3,14,16,7.7
88,cumsum_quantity_by_order_id-count,0,0,0,0,0,0,0,0,0,0,0.0
89,cumsum_quantity_by_order_id-std,6,9,22,7,4,9,11,7,17,22,11.4
90,cumsum_quantity_by_order_id-skew,2,23,20,5,3,9,10,15,23,41,15.1
91,cumsum_price_by_order_id-mean,4,12,25,6,0,2,11,5,15,21,10.1
92,cumsum_price_by_order_id-max,2,2,10,6,0,1,3,3,9,21,5.7
93,cumsum_price_by_order_id-min,4,9,14,5,2,7,5,0,16,18,8.0
94,cumsum_price_by_order_id-sum,6,4,4,7,7,6,5,5,12,12,6.8
95,cumsum_price_by_order_id-count,0,0,0,0,0,0,0,0,0,0,0.0
96,cumsum_price_by_order_id-std,1,13,13,6,5,6,3,7,13,11,7.8
97,cumsum_price_by_order_id-skew,7,18,33,6,10,5,11,9,21,38,15.8
98,quantity-mean,1,5,11,4,5,7,7,2,14,24,8.0
99,quantity-max,2,8,3,1,1,3,1,0,4,5,2.8
100,quantity-min,1,4,5,1,1,2,1,2,1,9,2.7
101,quantity-sum,1,3,6,1,3,2,1,2,2,13,3.4
102,quantity-count,0,0,0,0,0,0,0,0,0,0,0.0
103,quantity-std,1,6,10,3,1,2,9,4,12,13,6.1
104,quantity-skew,1,27,22,6,7,5,9,7,19,38,14.1
105,price-mean,5,11,20,6,5,7,10,5,33,29,13.1
106,price-max,1,2,2,1,2,0,5,4,3,6,2.6
107,price-min,0,2,8,0,1,3,6,2,5,12,3.9
108,price-sum,0,0,1,0,1,0,1,0,0,1,0.4
109,price-count,0,0,0,0,0,0,0,0,0,0,0.0
110,price-std,2,10,13,5,2,4,3,7,13,25,8.4
111,price-skew,6,19,25,9,10,5,10,5,24,30,14.3
112,total-mean,1,10,13,3,2,6,13,8,8,24,8.8
113,total-max,3,6,12,4,1,2,6,3,5,25,6.7
114,total-min,2,12,14,6,7,9,10,8,20,29,11.7
115,total-sum,3,6,9,3,2,7,5,3,8,19,6.5
116,total-count,0,0,0,0,0,0,0,0,0,0,0.0
117,total-std,2,7,14,3,1,5,3,5,11,19,7.0
118,total-skew,5,10,21,8,6,3,9,4,20,34,12.0
